epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,447.859,1.19984,1.1789,1.15883,0.65499,0.22208,0.24601,0.11393,2.38517,2.24959,1.65454,0.0012005,0.0012005,0.0012005
22,468.632,1.26085,1.21776,1.20106,0.40788,0.25059,0.22065,0.11647,2.34085,2.47348,1.68077,0.00119802,0.00119802,0.00119802
23,488.578,1.17986,1.17825,1.16462,0.42114,0.22578,0.21822,0.12491,2.16171,2.53282,1.58837,0.00119555,0.00119555,0.00119555
24,507.32,1.1775,1.19139,1.17079,0.42909,0.30343,0.26058,0.13449,2.14634,2.44369,1.59355,0.00119308,0.00119308,0.00119308
25,526.004,1.15714,1.11142,1.14998,0.30785,0.25515,0.20242,0.08579,2.65077,2.65157,1.89192,0.0011906,0.0011906,0.0011906
26,544.585,1.16372,1.13405,1.15017,0.31296,0.26076,0.21645,0.11141,2.25749,2.33731,1.52407,0.00118812,0.00118812,0.00118812
27,564.13,1.16919,1.09343,1.14838,0.38653,0.27407,0.26022,0.12812,2.06255,2.34695,1.4485,0.00118565,0.00118565,0.00118565
28,584.416,1.18594,1.08198,1.1559,0.44406,0.21264,0.20547,0.10793,2.11916,2.59337,1.48186,0.00118317,0.00118317,0.00118317
29,603.478,1.15756,1.07829,1.13113,0.44051,0.25054,0.26777,0.14441,1.8946,2.20035,1.39226,0.0011807,0.0011807,0.0011807
30,622.465,1.13965,1.05175,1.14066,0.39537,0.32565,0.27777,0.12514,2.09398,2.47015,1.47898,0.00117822,0.00117822,0.00117822
31,642.446,1.16083,1.07083,1.14263,0.43067,0.27002,0.26416,0.1249,2.04634,2.27107,1.42997,0.00117575,0.00117575,0.00117575
32,662.203,1.17434,1.11238,1.14678,0.59833,0.2176,0.24801,0.13495,2.08592,2.60788,1.43956,0.00117327,0.00117327,0.00117327
33,682.617,1.22148,1.09628,1.17358,0.45257,0.28929,0.26207,0.12682,2.26471,2.32506,1.61416,0.0011708,0.0011708,0.0011708
34,702.605,1.12311,1.02427,1.13414,0.55993,0.27006,0.28338,0.14753,2.3095,2.16777,1.62838,0.00116833,0.00116833,0.00116833
35,722.485,1.16813,1.04074,1.15413,0.50198,0.30578,0.32538,0.17581,1.86289,1.8555,1.37747,0.00116585,0.00116585,0.00116585
36,741.915,1.12494,1.02619,1.12755,0.45693,0.21499,0.22405,0.11781,2.14231,2.25052,1.53217,0.00116337,0.00116337,0.00116337
37,762.324,1.12533,1.02707,1.12522,0.41742,0.24821,0.24548,0.12619,2.24316,2.32917,1.59135,0.0011609,0.0011609,0.0011609
38,779.519,1.13577,0.99359,1.12785,0.58618,0.23401,0.26307,0.14571,1.91172,2.09394,1.40198,0.00115843,0.00115843,0.00115843
39,799.409,1.13913,0.99915,1.13296,0.64012,0.26764,0.30094,0.1652,1.89161,2.02686,1.3519,0.00115595,0.00115595,0.00115595
40,816.93,1.15096,0.98319,1.13732,0.43317,0.27031,0.28334,0.14553,2.13719,2.28024,1.4303,0.00115348,0.00115348,0.00115348
41,834.603,1.14379,1.0097,1.13313,0.56614,0.2451,0.26897,0.15534,2.04578,2.36187,1.45136,0.001151,0.001151,0.001151
42,853.683,1.10056,0.95574,1.10826,0.38896,0.2916,0.27479,0.14571,2.08749,2.17958,1.45524,0.00114853,0.00114853,0.00114853
43,871.825,1.09716,0.96817,1.10987,0.54641,0.29062,0.32278,0.18602,1.96627,1.9744,1.40292,0.00114605,0.00114605,0.00114605
44,891.584,1.09901,0.9113,1.11688,0.40078,0.32129,0.29389,0.12554,2.64242,2.10644,1.79446,0.00114357,0.00114357,0.00114357
45,911.485,1.09127,0.97217,1.09373,0.48557,0.30643,0.2956,0.16649,2.05454,1.93227,1.47701,0.0011411,0.0011411,0.0011411
46,931.107,1.07233,0.95269,1.09974,0.4704,0.3183,0.27513,0.14388,2.152,2.27461,1.57294,0.00113863,0.00113863,0.00113863
47,949.508,1.08905,0.92954,1.09779,0.4436,0.32627,0.30786,0.16551,1.90802,1.95446,1.38114,0.00113615,0.00113615,0.00113615
48,966.76,1.09419,0.9139,1.11594,0.44837,0.35283,0.32767,0.16323,2.10879,1.95289,1.47876,0.00113368,0.00113368,0.00113368
49,983.972,1.10682,0.90237,1.1308,0.53997,0.26879,0.29601,0.16927,1.89628,2.07725,1.36125,0.0011312,0.0011312,0.0011312
50,1002.88,1.10562,0.92178,1.11594,0.60778,0.28886,0.31241,0.17837,2.06242,2.1038,1.51087,0.00112873,0.00112873,0.00112873
51,1021.97,1.08054,0.8908,1.09826,0.7469,0.27445,0.31202,0.17791,1.97519,2.03267,1.44132,0.00112625,0.00112625,0.00112625
52,1041.7,1.06302,0.89746,1.09235,0.55786,0.33969,0.34792,0.18558,1.86542,1.94606,1.34234,0.00112378,0.00112378,0.00112378
53,1062.47,1.10658,0.86077,1.11852,0.41782,0.34269,0.30899,0.16979,1.9692,2.01092,1.42108,0.0011213,0.0011213,0.0011213
54,1081.56,1.07259,0.8679,1.09775,0.37023,0.28619,0.26675,0.1415,1.98363,2.19569,1.41106,0.00111882,0.00111882,0.00111882
55,1101.88,1.07461,0.8797,1.09609,0.5828,0.31737,0.35081,0.20195,1.97462,1.69801,1.4136,0.00111635,0.00111635,0.00111635
56,1122.32,1.0698,0.88254,1.09876,0.62167,0.29407,0.31683,0.17345,1.9486,2.10784,1.3738,0.00111388,0.00111388,0.00111388
57,1143,1.10057,0.90962,1.11858,0.59336,0.29719,0.32262,0.1893,1.84294,2.05873,1.31168,0.0011114,0.0011114,0.0011114
58,1162.51,1.0448,0.87641,1.08601,0.61297,0.27226,0.32565,0.18273,1.86629,1.91529,1.33677,0.00110892,0.00110892,0.00110892
59,1183.17,1.06359,0.89371,1.09296,0.54723,0.25938,0.3127,0.16689,2.24553,2.12791,1.61014,0.00110645,0.00110645,0.00110645
60,1201.9,1.11256,0.92986,1.11959,0.53031,0.3115,0.33136,0.1843,1.89613,1.927,1.40232,0.00110397,0.00110397,0.00110397
61,1220.91,1.07418,0.93589,1.09742,0.49643,0.26986,0.29169,0.16377,2.06188,2.29085,1.46737,0.0011015,0.0011015,0.0011015
62,1238.83,1.03944,0.85531,1.07771,0.43222,0.27586,0.29372,0.16779,1.97184,2.28884,1.39144,0.00109903,0.00109903,0.00109903
63,1257.61,1.04035,0.84738,1.08386,0.60307,0.30355,0.32508,0.17557,2.24572,2.14755,1.65781,0.00109655,0.00109655,0.00109655
64,1274.91,1.09032,0.85058,1.11602,0.51795,0.30736,0.32603,0.18529,1.99941,2.09441,1.44736,0.00109408,0.00109408,0.00109408
65,1295.02,1.04668,0.82505,1.08371,0.58543,0.31282,0.36727,0.21755,1.81185,1.86199,1.35281,0.0010916,0.0010916,0.0010916
66,1313.61,1.04444,0.84953,1.07579,0.61883,0.31276,0.36463,0.20523,2.12283,1.97343,1.46406,0.00108913,0.00108913,0.00108913
67,1332.5,1.00519,0.80698,1.06048,0.61473,0.36964,0.38569,0.23092,1.91033,1.98804,1.43977,0.00108665,0.00108665,0.00108665
68,1351.29,1.02759,0.80172,1.06706,0.65486,0.35209,0.37838,0.20685,1.84006,1.71793,1.34436,0.00108417,0.00108417,0.00108417
69,1371.19,1.07666,0.83491,1.11029,0.55788,0.3092,0.33448,0.17651,2.01562,2.09241,1.4234,0.0010817,0.0010817,0.0010817
70,1391.06,1.02727,0.80497,1.0706,0.51384,0.31401,0.32281,0.1817,1.85194,2.30433,1.3068,0.00107923,0.00107923,0.00107923
71,1409.74,1.00974,0.79111,1.0679,0.58504,0.33805,0.36039,0.21603,1.78999,1.78812,1.27513,0.00107675,0.00107675,0.00107675
72,1428.96,1.00657,0.78257,1.06763,0.53032,0.32187,0.31525,0.17843,1.77916,1.83464,1.28875,0.00107427,0.00107427,0.00107427
73,1446.48,1.05308,0.79863,1.08898,0.59088,0.32238,0.35304,0.1965,2.07337,1.77137,1.42761,0.0010718,0.0010718,0.0010718
74,1464.85,1.04591,0.80315,1.08296,0.60056,0.27821,0.31619,0.18471,2.0626,2.19211,1.40702,0.00106933,0.00106933,0.00106933
75,1482.21,1.03266,0.81138,1.07565,0.53348,0.32923,0.36284,0.20791,1.93494,2.00852,1.36742,0.00106685,0.00106685,0.00106685
76,1500.43,1.06637,0.81553,1.09246,0.6637,0.32679,0.37441,0.2115,1.75404,1.72414,1.28218,0.00106437,0.00106437,0.00106437
77,1520.62,1.02813,0.80778,1.07543,0.55911,0.37217,0.39757,0.21386,1.81048,1.57744,1.31183,0.0010619,0.0010619,0.0010619
78,1540.1,1.00299,0.78675,1.06386,0.64836,0.31113,0.3724,0.21529,1.92552,1.6995,1.37795,0.00105942,0.00105942,0.00105942
79,1560.38,1.03333,0.77268,1.08629,0.60215,0.3133,0.37279,0.21047,1.79855,1.65377,1.29587,0.00105695,0.00105695,0.00105695
80,1578.87,1.0033,0.77619,1.06818,0.67019,0.29133,0.35204,0.20441,1.84936,1.72456,1.35362,0.00105448,0.00105448,0.00105448
81,1599.17,1.01431,0.7762,1.06806,0.61886,0.34313,0.38976,0.23515,1.64502,1.61189,1.23268,0.001052,0.001052,0.001052
82,1617.84,1.01695,0.78972,1.06219,0.60162,0.39126,0.4091,0.22268,1.75078,1.47296,1.25145,0.00104952,0.00104952,0.00104952
83,1637.95,1.03975,0.82865,1.07686,0.72198,0.32435,0.39404,0.23757,1.65223,1.56631,1.21164,0.00104705,0.00104705,0.00104705
84,1657.13,1.02484,0.80894,1.07099,0.55894,0.25103,0.30314,0.17406,1.91947,1.89626,1.34903,0.00104458,0.00104458,0.00104458
85,1678.16,1.01829,0.75048,1.06037,0.71278,0.26211,0.31687,0.19795,1.95637,1.89147,1.39694,0.0010421,0.0010421,0.0010421
86,1695.8,1.01466,0.74824,1.06894,0.67263,0.34808,0.37423,0.22194,2.09373,2.08345,1.54162,0.00103962,0.00103962,0.00103962
87,1716.95,1.00951,0.74856,1.05799,0.63234,0.35602,0.36492,0.22156,2.09749,2.49654,1.5438,0.00103715,0.00103715,0.00103715
88,1736.3,0.95535,0.71698,1.03914,0.61832,0.34455,0.38796,0.22421,2.02887,1.82038,1.44271,0.00103468,0.00103468,0.00103468
89,1755.25,1.02167,0.73548,1.08428,0.576,0.38667,0.40963,0.24664,1.78018,1.59402,1.30004,0.0010322,0.0010322,0.0010322
90,1773.75,1.00397,0.75057,1.066,0.57719,0.39141,0.40411,0.2441,1.74605,2.01358,1.27489,0.00102972,0.00102972,0.00102972
91,1791.71,0.99065,0.76077,1.06461,0.52599,0.3661,0.40248,0.25837,1.71925,1.67008,1.25438,0.00102725,0.00102725,0.00102725
92,1811.08,1.01401,0.73807,1.0717,0.69136,0.33157,0.40639,0.25613,1.56648,1.58431,1.17553,0.00102478,0.00102478,0.00102478
93,1831.08,0.99771,0.73671,1.05479,0.67111,0.36053,0.40953,0.24508,1.67376,1.60006,1.24999,0.0010223,0.0010223,0.0010223
94,1848.66,0.97281,0.72532,1.03593,0.63178,0.28809,0.35382,0.21072,1.86038,1.9511,1.36123,0.00101983,0.00101983,0.00101983
95,1867.14,0.98557,0.69721,1.05369,0.4676,0.38547,0.35961,0.21159,1.99575,2.14628,1.42968,0.00101735,0.00101735,0.00101735
96,1886.37,0.98021,0.71055,1.05095,0.6048,0.33273,0.35608,0.20448,2.07137,2.34388,1.45477,0.00101488,0.00101488,0.00101488
97,1904.3,1.02805,0.72697,1.07826,0.66381,0.34336,0.38857,0.22867,1.79978,2.02828,1.28875,0.0010124,0.0010124,0.0010124
98,1922.33,0.98798,0.7143,1.05564,0.59996,0.34588,0.39736,0.22876,1.93261,1.9481,1.35499,0.00100993,0.00100993,0.00100993
99,1940.43,0.99471,0.73115,1.0603,0.53266,0.3453,0.37051,0.22748,1.82634,1.71694,1.33255,0.00100745,0.00100745,0.00100745
100,1958.55,0.96855,0.69948,1.0393,0.63532,0.38932,0.43026,0.25392,1.92574,1.55971,1.33514,0.00100497,0.00100497,0.00100497
101,1978.22,0.94464,0.69651,1.03758,0.56008,0.36694,0.37938,0.23471,1.63686,1.82829,1.22289,0.0010025,0.0010025,0.0010025
102,1995.85,0.96596,0.70746,1.04576,0.58203,0.35961,0.38644,0.224,1.75166,1.71185,1.2503,0.00100003,0.00100003,0.00100003
103,2014.15,0.94237,0.68396,1.03896,0.61729,0.39272,0.42476,0.26711,1.67161,1.72442,1.25186,0.00099755,0.00099755,0.00099755
104,2032.65,0.96146,0.68631,1.03328,0.62556,0.33538,0.39062,0.23892,1.7904,1.81783,1.28953,0.000995075,0.000995075,0.000995075
105,2052.39,0.96695,0.68968,1.04577,0.60303,0.33581,0.39119,0.24163,1.82873,1.7802,1.32266,0.0009926,0.0009926,0.0009926
106,2071.4,0.95282,0.71071,1.03215,0.59602,0.38216,0.41687,0.2602,1.71911,1.5905,1.28769,0.000990125,0.000990125,0.000990125
107,2089.06,0.96133,0.71427,1.03774,0.65115,0.34218,0.40143,0.22885,1.74647,1.53688,1.26504,0.00098765,0.00098765,0.00098765
108,2108.61,0.96162,0.67529,1.0477,0.61928,0.38469,0.43065,0.2454,1.8432,1.5187,1.28904,0.000985175,0.000985175,0.000985175
109,2128.27,0.94291,0.67331,1.02426,0.63687,0.37451,0.44366,0.26766,1.63022,1.47116,1.19109,0.0009827,0.0009827,0.0009827
110,2146.92,0.96912,0.6858,1.04,0.53498,0.38567,0.42781,0.2661,1.62728,1.55291,1.20103,0.000980225,0.000980225,0.000980225
111,2165.75,0.97338,0.691,1.04159,0.62953,0.38711,0.44156,0.26009,1.7306,1.51543,1.26414,0.00097775,0.00097775,0.00097775
112,2184.1,0.99139,0.70329,1.03878,0.72382,0.34664,0.43711,0.2666,1.78163,1.52219,1.26938,0.000975275,0.000975275,0.000975275
113,2202.85,0.94168,0.68516,1.02554,0.57178,0.35665,0.40386,0.24675,1.79076,1.67353,1.29816,0.0009728,0.0009728,0.0009728
114,2221.9,0.96384,0.7168,1.03742,0.60864,0.38293,0.419,0.25962,1.64275,1.69193,1.22302,0.000970325,0.000970325,0.000970325
115,2240.01,0.96354,0.67108,1.04627,0.58167,0.36971,0.40466,0.22734,1.81589,1.95413,1.26578,0.00096785,0.00096785,0.00096785
116,2257.99,0.95276,0.67572,1.04798,0.605,0.33582,0.39977,0.22748,1.8821,1.90299,1.29974,0.000965375,0.000965375,0.000965375
117,2278.37,0.93752,0.66016,1.02779,0.69114,0.36654,0.4124,0.25439,1.64371,2.19498,1.25623,0.0009629,0.0009629,0.0009629
118,2295.7,0.92507,0.64041,1.02956,0.64837,0.39588,0.43623,0.25615,1.85884,1.83337,1.33788,0.000960425,0.000960425,0.000960425
119,2316.2,0.92902,0.65948,1.02494,0.58201,0.42466,0.43355,0.24588,1.79033,1.49228,1.25073,0.00095795,0.00095795,0.00095795
120,2334.14,0.93134,0.68137,1.02422,0.5328,0.40022,0.42394,0.25343,1.72974,1.56755,1.22892,0.000955475,0.000955475,0.000955475
121,2353.12,0.89002,0.63119,1.00381,0.67093,0.3579,0.38604,0.23633,1.79405,1.80857,1.3024,0.000953,0.000953,0.000953
122,2370.58,0.95897,0.66721,1.03936,0.63146,0.35735,0.40774,0.22497,1.87908,1.54926,1.32734,0.000950525,0.000950525,0.000950525
123,2390.53,0.93901,0.6565,1.02614,0.61802,0.37416,0.40654,0.24148,1.70447,1.97723,1.26964,0.00094805,0.00094805,0.00094805
124,2410.47,0.92794,0.64572,1.02751,0.65599,0.36161,0.41246,0.25349,1.7652,1.56941,1.29888,0.000945575,0.000945575,0.000945575
125,2431.3,0.94566,0.65866,1.0149,0.51614,0.34027,0.37104,0.20664,1.87749,1.77526,1.31191,0.0009431,0.0009431,0.0009431
126,2449.18,0.94357,0.65814,1.02867,0.62396,0.3078,0.36895,0.2076,1.99514,2.0307,1.40947,0.000940625,0.000940625,0.000940625
127,2468.04,0.92139,0.62974,1.02523,0.67019,0.34055,0.42016,0.26368,1.60163,1.65088,1.207,0.00093815,0.00093815,0.00093815
128,2486.9,0.95928,0.65334,1.03371,0.65449,0.39727,0.42868,0.27372,1.55342,1.45789,1.18541,0.000935675,0.000935675,0.000935675
129,2505.23,0.92433,0.6436,1.01924,0.53455,0.37168,0.40505,0.25955,1.67785,1.71128,1.22931,0.0009332,0.0009332,0.0009332
130,2524.95,0.93574,0.63546,1.0209,0.57368,0.351,0.39913,0.25402,1.65626,1.67642,1.23973,0.000930725,0.000930725,0.000930725
131,2545.96,0.98011,0.66899,1.04163,0.73052,0.30515,0.38027,0.25002,1.60725,1.86015,1.2106,0.00092825,0.00092825,0.00092825
132,2565.02,0.94377,0.64665,1.03054,0.57929,0.36705,0.40066,0.25143,1.68452,1.85769,1.23652,0.000925775,0.000925775,0.000925775
133,2585.43,0.92324,0.6468,1.03165,0.61044,0.37049,0.4159,0.25686,1.71401,1.64928,1.22206,0.0009233,0.0009233,0.0009233
134,2602.49,0.91329,0.62523,1.0241,0.69307,0.35376,0.41876,0.27106,1.60501,1.54312,1.18124,0.000920825,0.000920825,0.000920825
135,2622.79,0.91735,0.63985,1.018,0.69162,0.38239,0.44207,0.26176,1.83956,1.48745,1.27166,0.00091835,0.00091835,0.00091835
136,2642.6,0.91501,0.63106,1.02197,0.7751,0.32747,0.40799,0.25547,1.69212,1.43277,1.23312,0.000915875,0.000915875,0.000915875
137,2662.54,0.91908,0.6339,1.01835,0.65854,0.25035,0.33011,0.20352,1.8284,1.92765,1.33118,0.0009134,0.0009134,0.0009134
138,2681.35,0.90684,0.6377,1.01659,0.63784,0.31126,0.38651,0.22181,1.81399,1.82262,1.33519,0.000910925,0.000910925,0.000910925
139,2701.52,0.94918,0.64715,1.03175,0.6357,0.34154,0.39882,0.23173,1.66207,1.73908,1.23828,0.00090845,0.00090845,0.00090845
140,2720.91,0.9363,0.62559,1.0313,0.68136,0.37599,0.42181,0.26229,1.59342,1.69291,1.23409,0.000905975,0.000905975,0.000905975
141,2741.02,0.92054,0.62986,1.02175,0.6215,0.36205,0.40353,0.2519,1.71671,1.87662,1.30496,0.0009035,0.0009035,0.0009035
142,2760.53,0.93219,0.63799,1.02678,0.66932,0.35485,0.39741,0.2488,1.65467,1.79402,1.26311,0.000901025,0.000901025,0.000901025
143,2780.69,0.87972,0.6147,0.99656,0.67561,0.35118,0.40617,0.2478,1.65243,1.74972,1.24335,0.00089855,0.00089855,0.00089855
144,2799.21,0.90171,0.61041,1.01846,0.60994,0.33003,0.37102,0.21778,1.7915,1.82909,1.32247,0.000896075,0.000896075,0.000896075
145,2818.2,0.92054,0.62435,1.01327,0.7174,0.35885,0.42476,0.26856,1.61984,1.8435,1.26051,0.0008936,0.0008936,0.0008936
146,2837.52,0.90378,0.60519,1.00501,0.68209,0.38668,0.434,0.2813,1.60114,1.781,1.22386,0.000891125,0.000891125,0.000891125
147,2855.62,0.92062,0.60586,1.02017,0.63781,0.37403,0.42255,0.25167,1.74307,1.60269,1.25238,0.00088865,0.00088865,0.00088865
148,2876.71,0.92278,0.61841,1.01278,0.58431,0.37646,0.41882,0.24527,1.79457,1.65323,1.32139,0.000886175,0.000886175,0.000886175
149,2895.33,0.88499,0.60761,1.00324,0.63743,0.3762,0.43438,0.27121,1.66442,1.86119,1.2438,0.0008837,0.0008837,0.0008837
150,2913.32,0.89516,0.60419,1.01114,0.60172,0.38576,0.43299,0.26278,1.72301,1.54719,1.25504,0.000881225,0.000881225,0.000881225
151,2933.45,0.88024,0.59102,0.99524,0.70106,0.29044,0.39978,0.23621,1.67918,1.56132,1.20681,0.00087875,0.00087875,0.00087875
152,2954.26,0.89037,0.60023,1.00412,0.49695,0.34995,0.36818,0.22732,1.6471,1.78295,1.19337,0.000876275,0.000876275,0.000876275
153,2973.17,0.89147,0.59797,1.00244,0.62178,0.31552,0.36231,0.23968,1.65501,2.00459,1.24408,0.0008738,0.0008738,0.0008738
154,2992.74,0.8643,0.58576,0.98741,0.52972,0.39199,0.38608,0.2396,1.75653,1.98308,1.31183,0.000871325,0.000871325,0.000871325
155,3011.11,0.8968,0.59485,1.00511,0.60144,0.37954,0.40997,0.24771,1.74751,1.91726,1.27492,0.00086885,0.00086885,0.00086885
156,3031.59,0.90119,0.59501,1.00066,0.68121,0.3419,0.39166,0.23361,1.76017,2.03191,1.26853,0.000866375,0.000866375,0.000866375
157,3048.65,0.92003,0.61377,1.02588,0.6725,0.34944,0.41214,0.25097,1.67308,1.86827,1.22512,0.0008639,0.0008639,0.0008639
158,3068.81,0.88747,0.58416,0.99634,0.66893,0.35139,0.41299,0.24695,1.68029,1.68917,1.22461,0.000861425,0.000861425,0.000861425
159,3088.36,0.88046,0.59986,0.99326,0.54273,0.36543,0.40088,0.24068,1.68021,1.67288,1.24124,0.00085895,0.00085895,0.00085895
160,3106.91,0.91903,0.58797,1.01554,0.65998,0.36758,0.41627,0.26683,1.60008,1.81287,1.21034,0.000856475,0.000856475,0.000856475
161,3126.94,0.92302,0.60047,1.01307,0.67664,0.37323,0.42127,0.26113,1.55144,1.9425,1.18472,0.000854,0.000854,0.000854
162,3146.21,0.87126,0.57777,0.99524,0.61962,0.35366,0.39649,0.25326,1.60208,2.04349,1.21169,0.000851525,0.000851525,0.000851525
163,3166.07,0.8676,0.57487,0.9891,0.55947,0.36758,0.39637,0.24761,1.66888,1.7743,1.24452,0.00084905,0.00084905,0.00084905
164,3186.34,0.91007,0.58683,1.00825,0.74829,0.36815,0.44539,0.27404,1.64477,1.58192,1.24178,0.000846575,0.000846575,0.000846575
165,3205.1,0.87208,0.57011,0.99692,0.67208,0.39256,0.44434,0.26818,1.64236,1.51097,1.22733,0.0008441,0.0008441,0.0008441
166,3222.46,0.88157,0.60032,0.99632,0.60257,0.42186,0.45469,0.27991,1.62628,1.53045,1.23768,0.000841625,0.000841625,0.000841625
167,3242.24,0.89972,0.58761,1.00626,0.65496,0.42653,0.47126,0.2963,1.64373,1.49639,1.24035,0.00083915,0.00083915,0.00083915
168,3261.26,0.87729,0.57947,0.99526,0.70475,0.38265,0.44673,0.28704,1.53961,1.45983,1.18562,0.000836675,0.000836675,0.000836675
169,3279.47,0.90108,0.58703,1.0083,0.67244,0.38518,0.42763,0.26202,1.65198,1.52329,1.21445,0.0008342,0.0008342,0.0008342
170,3299.25,0.89667,0.56842,1.00405,0.55987,0.42009,0.42649,0.24859,1.68814,1.52081,1.21856,0.000831725,0.000831725,0.000831725
171,3317.71,0.86995,0.57898,0.99526,0.67236,0.40651,0.44992,0.27239,1.59724,1.47874,1.18563,0.00082925,0.00082925,0.00082925
172,3335.73,0.89605,0.5765,1.00504,0.70211,0.36971,0.43336,0.2601,1.56277,1.63669,1.16754,0.000826775,0.000826775,0.000826775
173,3355.71,0.88235,0.5875,1.00305,0.57125,0.40182,0.42105,0.26455,1.61022,1.87929,1.20554,0.0008243,0.0008243,0.0008243
174,3374.7,0.89123,0.58584,0.99918,0.6722,0.35864,0.43501,0.26514,1.67023,1.75458,1.20987,0.000821825,0.000821825,0.000821825
175,3394.99,0.8764,0.56678,0.99568,0.67152,0.38581,0.42858,0.26337,1.66398,1.77814,1.21416,0.00081935,0.00081935,0.00081935
176,3413.89,0.86853,0.57807,0.99361,0.64215,0.36492,0.40972,0.25662,1.64087,1.62936,1.19786,0.000816875,0.000816875,0.000816875
177,3431.74,0.87369,0.55918,0.98956,0.55714,0.39944,0.42254,0.25696,1.63565,1.49078,1.18347,0.0008144,0.0008144,0.0008144
178,3449.87,0.884,0.58335,1.00062,0.62315,0.389,0.43789,0.2762,1.61552,1.58746,1.19928,0.000811925,0.000811925,0.000811925
179,3468.36,0.8302,0.54911,0.98026,0.61873,0.37836,0.40942,0.26714,1.64107,1.98384,1.23116,0.00080945,0.00080945,0.00080945
180,3487.18,0.86788,0.57001,0.98783,0.62728,0.38399,0.40483,0.25493,1.73043,1.89496,1.28202,0.000806975,0.000806975,0.000806975
181,3507.37,0.84924,0.55533,0.97752,0.67128,0.34698,0.40162,0.25114,1.66726,1.59796,1.24928,0.0008045,0.0008045,0.0008045
182,3525.63,0.8337,0.54502,0.98577,0.67224,0.40127,0.44717,0.28275,1.60817,1.40375,1.20163,0.000802025,0.000802025,0.000802025
183,3543.66,0.89019,0.57301,0.99377,0.64125,0.40033,0.44614,0.27304,1.63315,1.41944,1.20244,0.00079955,0.00079955,0.00079955
184,3562.13,0.86222,0.54579,0.98725,0.7344,0.37345,0.44829,0.26745,1.6943,1.56396,1.2584,0.000797075,0.000797075,0.000797075
