epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,19849.7,0.85328,0.5763,1.00003,0.68995,0.37263,0.43124,0.25259,1.62315,1.75415,1.23554,0.00079955,0.00079955,0.00079955
184,19950.7,0.8827,0.58256,1.01211,0.61646,0.36578,0.40601,0.23743,1.68303,1.90746,1.27796,0.000797075,0.000797075,0.000797075
185,20051.7,0.89106,0.60004,1.0153,0.65975,0.41211,0.46095,0.28199,1.57482,1.57445,1.24326,0.0007946,0.0007946,0.0007946
186,20153.3,0.87691,0.58868,1.00407,0.57631,0.40711,0.43854,0.26394,1.565,1.63325,1.22762,0.000792125,0.000792125,0.000792125
187,20254.6,0.85787,0.5687,1.00391,0.66534,0.41184,0.45326,0.26787,1.55438,1.57066,1.19681,0.00078965,0.00078965,0.00078965
188,20363,0.87795,0.58032,1.00345,0.65786,0.43888,0.47056,0.27822,1.53741,1.50769,1.1827,0.000787175,0.000787175,0.000787175
189,20464,0.86185,0.57525,1.00428,0.73323,0.43012,0.48348,0.30094,1.46922,1.40908,1.16624,0.0007847,0.0007847,0.0007847
190,63704.1,0.89758,0.58455,1.01646,0.65823,0.41802,0.46754,0.28862,1.49383,1.44302,1.18152,0.000782225,0.000782225,0.000782225
191,63821.8,0.87171,0.57057,0.99852,0.68313,0.38187,0.43687,0.26126,1.58607,1.54033,1.21196,0.00077975,0.00077975,0.00077975
192,63924.2,0.85549,0.56071,0.99618,0.66989,0.41645,0.46672,0.295,1.51755,1.44584,1.18058,0.000777275,0.000777275,0.000777275
193,64032.8,0.8566,0.56437,1.00599,0.67991,0.41733,0.44909,0.27682,1.57173,1.65501,1.20546,0.0007748,0.0007748,0.0007748
194,64145.7,0.86702,0.57629,1.00981,0.66297,0.42979,0.45591,0.27661,1.55061,1.53953,1.2063,0.000772325,0.000772325,0.000772325
195,64251.3,0.88281,0.57028,1.00811,0.71557,0.42607,0.48475,0.30633,1.48107,1.41728,1.16728,0.00076985,0.00076985,0.00076985
196,64376.2,0.87019,0.57408,0.99528,0.75812,0.41842,0.50938,0.31759,1.45329,1.22245,1.15727,0.000767375,0.000767375,0.000767375
197,64478,0.86543,0.5707,0.99557,0.69602,0.42981,0.48772,0.29349,1.56439,1.31758,1.19683,0.0007649,0.0007649,0.0007649
198,64585.5,0.85728,0.56412,1.00431,0.62199,0.42571,0.45814,0.27359,1.5825,1.56988,1.21184,0.000762425,0.000762425,0.000762425
199,64686.7,0.86588,0.55904,1.00206,0.69098,0.39762,0.44991,0.27447,1.63826,1.6968,1.2696,0.00075995,0.00075995,0.00075995
200,64788.8,0.85983,0.56669,0.99882,0.73052,0.40707,0.46794,0.29308,1.57131,1.62126,1.23686,0.000757475,0.000757475,0.000757475
201,64892,0.89814,0.57301,1.02277,0.66114,0.40844,0.45683,0.27702,1.60098,1.52938,1.23143,0.000755,0.000755,0.000755
202,64999.2,0.85579,0.54671,1.00299,0.64983,0.44938,0.47799,0.28953,1.5105,1.38404,1.17785,0.000752525,0.000752525,0.000752525
203,65099.5,0.8511,0.53944,0.99298,0.64647,0.45951,0.4955,0.30569,1.5241,1.33914,1.17823,0.00075005,0.00075005,0.00075005
204,65200.8,0.84791,0.56495,0.99363,0.70634,0.44075,0.48463,0.29541,1.51605,1.44085,1.17375,0.000747575,0.000747575,0.000747575
205,65301.5,0.89086,0.57705,1.01076,0.70015,0.4134,0.47087,0.28128,1.51289,1.47496,1.1739,0.0007451,0.0007451,0.0007451
206,65403.1,0.89365,0.58067,1.01474,0.61746,0.40012,0.4372,0.26513,1.55481,1.44422,1.18905,0.000742625,0.000742625,0.000742625
207,65505.2,0.89066,0.57068,1.01537,0.63899,0.40139,0.43882,0.28761,1.48628,1.48415,1.16311,0.00074015,0.00074015,0.00074015
208,65606.2,0.84878,0.55119,1.00045,0.62746,0.41974,0.44728,0.27954,1.52551,1.67029,1.19646,0.000737675,0.000737675,0.000737675
209,65706.9,0.81485,0.53738,0.98492,0.73803,0.38301,0.45066,0.28819,1.50756,1.63447,1.18105,0.0007352,0.0007352,0.0007352
210,65807.2,0.85047,0.54788,0.99213,0.64432,0.40873,0.4425,0.27794,1.55925,1.69045,1.21484,0.000732725,0.000732725,0.000732725
211,65907.2,0.83697,0.53115,0.98134,0.64695,0.40819,0.45417,0.27945,1.56933,1.55487,1.20439,0.00073025,0.00073025,0.00073025
212,66007.6,0.82312,0.53949,0.97352,0.61875,0.43186,0.46437,0.28656,1.56767,1.49019,1.19533,0.000727775,0.000727775,0.000727775
213,66108.7,0.85306,0.54626,0.99476,0.70987,0.40404,0.46013,0.28774,1.51616,1.45864,1.1761,0.0007253,0.0007253,0.0007253
214,66209.2,0.84764,0.55289,0.9831,0.66991,0.38655,0.44065,0.26341,1.58937,1.69264,1.18661,0.000722825,0.000722825,0.000722825
215,66310.6,0.84539,0.54578,0.98541,0.63557,0.42692,0.46129,0.29164,1.50191,1.4547,1.15759,0.00072035,0.00072035,0.00072035
216,66411.7,0.85328,0.53454,0.98708,0.71894,0.3762,0.4592,0.29685,1.46954,1.44192,1.15458,0.000717875,0.000717875,0.000717875
217,66516.7,0.84636,0.54553,0.99374,0.69857,0.36472,0.4244,0.26457,1.52965,1.72626,1.19658,0.0007154,0.0007154,0.0007154
218,66619.9,0.83974,0.54998,0.98344,0.60305,0.3937,0.42377,0.27096,1.52763,1.59517,1.17234,0.000712925,0.000712925,0.000712925
219,66721.1,0.84592,0.53044,0.98685,0.7008,0.38348,0.44883,0.28728,1.51401,1.48921,1.16166,0.00071045,0.00071045,0.00071045
220,66827.9,0.85659,0.53484,1.0004,0.73548,0.41439,0.46805,0.30073,1.53104,1.48437,1.19142,0.000707975,0.000707975,0.000707975
221,66928.9,0.848,0.54048,0.99378,0.76313,0.38056,0.45789,0.29721,1.54598,1.60542,1.21406,0.0007055,0.0007055,0.0007055
222,67030.3,0.84328,0.53139,0.982,0.78305,0.40912,0.4855,0.31484,1.51477,1.51235,1.19227,0.000703025,0.000703025,0.000703025
223,67131.3,0.85017,0.53923,0.99207,0.68426,0.41096,0.45844,0.28699,1.5625,1.5674,1.21138,0.00070055,0.00070055,0.00070055
224,67232.4,0.83477,0.53017,0.98304,0.73263,0.38041,0.45056,0.27128,1.6128,1.53974,1.22633,0.000698075,0.000698075,0.000698075
225,67336.7,0.83451,0.51697,0.98626,0.74365,0.40612,0.47009,0.30586,1.48364,1.57627,1.18477,0.0006956,0.0006956,0.0006956
226,67438.8,0.81864,0.5336,0.97769,0.70794,0.41366,0.48036,0.30372,1.51001,1.53652,1.20767,0.000693125,0.000693125,0.000693125
227,67544.6,0.85287,0.5559,0.99636,0.76537,0.3832,0.45222,0.28385,1.56286,1.7057,1.22395,0.00069065,0.00069065,0.00069065
228,67645.4,0.83483,0.5385,0.99455,0.74048,0.37175,0.44217,0.284,1.5241,1.54962,1.1917,0.000688175,0.000688175,0.000688175
229,67746.7,0.84601,0.53738,0.98932,0.68886,0.38511,0.43849,0.27809,1.61435,1.43044,1.22113,0.0006857,0.0006857,0.0006857
230,67847.1,0.82133,0.51816,0.9876,0.67207,0.4223,0.47519,0.30542,1.46973,1.45679,1.1489,0.000683225,0.000683225,0.000683225
231,67948.3,0.83873,0.53367,0.98581,0.70369,0.41231,0.46771,0.3044,1.44802,1.44918,1.15128,0.00068075,0.00068075,0.00068075
232,68048.9,0.83217,0.53451,0.97495,0.70972,0.38866,0.43525,0.27193,1.5421,1.53222,1.1883,0.000678275,0.000678275,0.000678275
233,68149.4,0.837,0.53865,0.98808,0.66917,0.41247,0.44934,0.29649,1.49925,1.48205,1.17931,0.0006758,0.0006758,0.0006758
234,68250.5,0.841,0.52942,0.98589,0.75682,0.39824,0.47686,0.31076,1.44174,1.3433,1.14784,0.000673325,0.000673325,0.000673325
235,68361.6,0.82615,0.5207,0.98338,0.79012,0.44096,0.5011,0.31625,1.47558,1.29589,1.15334,0.00067085,0.00067085,0.00067085
236,68464,0.84343,0.53114,0.98979,0.72449,0.43397,0.49787,0.31191,1.47695,1.37368,1.15246,0.000668375,0.000668375,0.000668375
237,68565.3,0.78083,0.51488,0.96466,0.73446,0.42185,0.4878,0.30487,1.5019,1.43222,1.17937,0.0006659,0.0006659,0.0006659
238,68666,0.80199,0.50894,0.97079,0.75434,0.44277,0.49551,0.30501,1.50541,1.45218,1.19259,0.000663425,0.000663425,0.000663425
239,68766.8,0.80688,0.51921,0.97261,0.71461,0.43797,0.48413,0.30806,1.46863,1.52396,1.17969,0.00066095,0.00066095,0.00066095
240,68866.9,0.81555,0.51624,0.97969,0.81595,0.40755,0.48868,0.30704,1.49246,1.59855,1.1779,0.000658475,0.000658475,0.000658475
241,68967.9,0.81636,0.51093,0.97651,0.7432,0.43213,0.48649,0.30395,1.50357,1.47336,1.17993,0.000656,0.000656,0.000656
242,69068.8,0.80571,0.51697,0.95723,0.81405,0.41288,0.49466,0.31313,1.47634,1.39368,1.17728,0.000653525,0.000653525,0.000653525
243,69169.4,0.78356,0.50197,0.95742,0.72814,0.4336,0.48051,0.28709,1.55258,1.45532,1.18934,0.00065105,0.00065105,0.00065105
244,69270.5,0.86828,0.53115,0.99293,0.63958,0.42637,0.47358,0.29579,1.52484,1.46591,1.19879,0.000648575,0.000648575,0.000648575
245,69371.4,0.84866,0.52454,0.97978,0.68664,0.40466,0.47524,0.29391,1.50067,1.55183,1.1649,0.0006461,0.0006461,0.0006461
246,69472.8,0.89766,0.55448,1.01574,0.61669,0.41667,0.45497,0.28407,1.50928,1.63634,1.17024,0.000643625,0.000643625,0.000643625
247,69574.3,0.86164,0.53996,1.00515,0.71522,0.38682,0.46222,0.28914,1.51044,1.50349,1.16449,0.00064115,0.00064115,0.00064115
248,69673.6,0.80847,0.51908,0.97059,0.71056,0.41919,0.48757,0.30426,1.53135,1.40741,1.17502,0.000638675,0.000638675,0.000638675
249,69775,0.8139,0.5137,0.97686,0.70594,0.42522,0.49364,0.30994,1.49119,1.39446,1.15904,0.0006362,0.0006362,0.0006362
250,69876.4,0.80356,0.50568,0.97316,0.75306,0.41195,0.48178,0.30421,1.51326,1.49425,1.18184,0.000633725,0.000633725,0.000633725
251,69977.7,0.80789,0.50721,0.96911,0.78033,0.39889,0.48829,0.30648,1.48273,1.46383,1.17931,0.00063125,0.00063125,0.00063125
252,70078.5,0.80841,0.5092,0.97066,0.79797,0.40187,0.4959,0.3125,1.47724,1.4695,1.16818,0.000628775,0.000628775,0.000628775
253,70179.7,0.80657,0.50784,0.97009,0.76704,0.42722,0.50217,0.31922,1.47919,1.45921,1.18344,0.0006263,0.0006263,0.0006263
254,70280.1,0.78479,0.49607,0.96295,0.79174,0.4294,0.51412,0.32918,1.42659,1.33094,1.15318,0.000623825,0.000623825,0.000623825
255,70380.4,0.84516,0.52206,0.99557,0.71992,0.43799,0.49626,0.31195,1.44755,1.36798,1.1639,0.00062135,0.00062135,0.00062135
256,70482.1,0.84214,0.53588,0.99217,0.70418,0.43578,0.48677,0.30519,1.46409,1.37352,1.17102,0.000618875,0.000618875,0.000618875
257,70583.1,0.80316,0.5009,0.96719,0.77243,0.42697,0.4958,0.31973,1.426,1.4206,1.15335,0.0006164,0.0006164,0.0006164
258,70683.9,0.83014,0.51824,0.97817,0.79713,0.3963,0.50307,0.3283,1.42182,1.34053,1.15236,0.000613925,0.000613925,0.000613925
259,70783.8,0.7829,0.49627,0.96312,0.65178,0.4567,0.49611,0.30245,1.5299,1.3672,1.18669,0.00061145,0.00061145,0.00061145
260,70884.7,0.78218,0.49141,0.96464,0.68783,0.44978,0.48527,0.30561,1.48719,1.37252,1.16689,0.000608975,0.000608975,0.000608975
261,70987,0.7918,0.49764,0.96335,0.7773,0.41929,0.48116,0.30179,1.4904,1.38971,1.1767,0.0006065,0.0006065,0.0006065
262,71088.2,0.81605,0.50033,0.97378,0.72156,0.43276,0.48699,0.29904,1.51772,1.5174,1.17132,0.000604025,0.000604025,0.000604025
263,71189.8,0.77786,0.49186,0.96551,0.77453,0.4196,0.48691,0.30517,1.50313,1.50524,1.17684,0.00060155,0.00060155,0.00060155
264,71291.5,0.80931,0.50321,0.97332,0.79097,0.39495,0.48491,0.29974,1.53872,1.48272,1.19731,0.000599075,0.000599075,0.000599075
265,71392.4,0.79578,0.50585,0.96305,0.69702,0.42222,0.47942,0.29544,1.52035,1.3937,1.18605,0.0005966,0.0005966,0.0005966
266,71492.4,0.7852,0.48966,0.95503,0.68542,0.42724,0.48998,0.31391,1.40864,1.29301,1.13097,0.000594125,0.000594125,0.000594125
267,71593.5,0.78911,0.50299,0.9573,0.72396,0.42263,0.48256,0.31439,1.41341,1.29157,1.11965,0.00059165,0.00059165,0.00059165
268,71694.3,0.78018,0.48865,0.95822,0.74686,0.43456,0.49994,0.32866,1.3965,1.35868,1.12504,0.000589175,0.000589175,0.000589175
269,71794.8,0.78753,0.49932,0.96502,0.74234,0.39096,0.45973,0.29169,1.46331,1.5391,1.15639,0.0005867,0.0005867,0.0005867
270,71895.9,0.80614,0.50664,0.96129,0.74122,0.35856,0.4321,0.27587,1.52049,1.54233,1.18441,0.000584225,0.000584225,0.000584225
271,71997.4,0.76196,0.47825,0.95021,0.74537,0.39943,0.46688,0.29344,1.51906,1.41694,1.17581,0.00058175,0.00058175,0.00058175
272,72098.9,0.78449,0.49883,0.96419,0.73682,0.40384,0.47674,0.29649,1.5211,1.43484,1.17233,0.000579275,0.000579275,0.000579275
273,72200.2,0.82121,0.50534,0.97192,0.68161,0.45426,0.50221,0.31831,1.44823,1.3934,1.14469,0.0005768,0.0005768,0.0005768
274,72301.1,0.80155,0.49081,0.96963,0.78277,0.43722,0.52589,0.33979,1.39242,1.27082,1.11951,0.000574325,0.000574325,0.000574325
275,72401.3,0.7853,0.48767,0.95456,0.70841,0.44844,0.51459,0.33346,1.42962,1.24044,1.13133,0.00057185,0.00057185,0.00057185
276,72502.3,0.78285,0.47851,0.95458,0.71403,0.43485,0.49758,0.31929,1.45803,1.33232,1.14326,0.000569375,0.000569375,0.000569375
277,72603.7,0.79139,0.5083,0.95753,0.77894,0.4257,0.5139,0.33457,1.43375,1.22854,1.14309,0.0005669,0.0005669,0.0005669
278,72704.5,0.7888,0.47934,0.96367,0.81955,0.41925,0.50357,0.327,1.42094,1.30528,1.14523,0.000564425,0.000564425,0.000564425
279,72805.5,0.76805,0.49105,0.95369,0.76084,0.41904,0.49043,0.31123,1.45473,1.36006,1.15959,0.00056195,0.00056195,0.00056195
280,72906.4,0.78151,0.47265,0.96602,0.70801,0.44116,0.48968,0.30378,1.46419,1.37795,1.16988,0.000559475,0.000559475,0.000559475
281,73007.4,0.79414,0.48541,0.95883,0.81297,0.43928,0.52539,0.32782,1.41984,1.28583,1.13317,0.000557,0.000557,0.000557
282,73108.6,0.81843,0.5028,0.98047,0.76121,0.44332,0.52002,0.32008,1.44549,1.25848,1.14182,0.000554525,0.000554525,0.000554525
283,73209.5,0.79956,0.48748,0.95667,0.73783,0.42844,0.50184,0.30256,1.51498,1.39426,1.17678,0.00055205,0.00055205,0.00055205
284,73310.3,0.77559,0.47553,0.95124,0.75065,0.42375,0.50477,0.31738,1.45669,1.38918,1.15475,0.000549575,0.000549575,0.000549575
285,73411.7,0.79715,0.49104,0.9708,0.73972,0.4346,0.49984,0.31807,1.44998,1.33489,1.15325,0.0005471,0.0005471,0.0005471
286,73511.9,0.756,0.47931,0.94515,0.80023,0.42113,0.51624,0.32395,1.46756,1.3038,1.14958,0.000544625,0.000544625,0.000544625
287,73613,0.78825,0.48333,0.95695,0.80052,0.43199,0.52826,0.32956,1.4642,1.27879,1.14639,0.00054215,0.00054215,0.00054215
288,73715.1,0.78678,0.4827,0.9665,0.82356,0.43022,0.51756,0.33481,1.41744,1.29724,1.13621,0.000539675,0.000539675,0.000539675
289,73826.4,0.75044,0.47357,0.94622,0.74417,0.44087,0.50735,0.32764,1.42982,1.38078,1.13263,0.0005372,0.0005372,0.0005372
290,73927.1,0.76206,0.4648,0.94323,0.79216,0.41011,0.49721,0.30761,1.46046,1.34522,1.14651,0.000534725,0.000534725,0.000534725
291,74028.5,0.79462,0.48001,0.95697,0.77546,0.43247,0.51288,0.32166,1.43462,1.42113,1.1357,0.00053225,0.00053225,0.00053225
292,74135.7,0.75213,0.46018,0.94415,0.6983,0.43064,0.49569,0.31567,1.46973,1.61548,1.15486,0.000529775,0.000529775,0.000529775
293,74240.7,0.74501,0.45724,0.94339,0.71173,0.43155,0.49791,0.32251,1.44611,1.48991,1.15459,0.0005273,0.0005273,0.0005273
294,74341.5,0.76841,0.4812,0.95016,0.84019,0.39737,0.49818,0.31669,1.47322,1.46215,1.18096,0.000524825,0.000524825,0.000524825
295,74443.5,0.75078,0.47025,0.93859,0.83344,0.40718,0.50523,0.32767,1.4546,1.32768,1.16413,0.00052235,0.00052235,0.00052235
296,74551.2,0.72896,0.45532,0.94093,0.78175,0.41714,0.5043,0.32211,1.45449,1.31777,1.14454,0.000519875,0.000519875,0.000519875
297,74655.1,0.74847,0.45686,0.94333,0.78751,0.44225,0.5144,0.32279,1.47715,1.30251,1.15916,0.0005174,0.0005174,0.0005174
298,74755.7,0.79519,0.4841,0.96952,0.83005,0.41702,0.50496,0.31388,1.51046,1.35856,1.18876,0.000514925,0.000514925,0.000514925
299,74862.2,0.75731,0.46283,0.94892,0.75616,0.43027,0.50516,0.31439,1.498,1.38331,1.17434,0.00051245,0.00051245,0.00051245
300,74962.8,0.75931,0.45987,0.95097,0.82309,0.41103,0.50727,0.32061,1.49163,1.31865,1.16091,0.000509975,0.000509975,0.000509975
301,75063.5,0.7576,0.46298,0.94584,0.80937,0.41783,0.50295,0.32355,1.47147,1.3564,1.15376,0.0005075,0.0005075,0.0005075
302,75164.6,0.75178,0.45689,0.94761,0.79392,0.41946,0.49135,0.32406,1.43765,1.35824,1.14186,0.000505025,0.000505025,0.000505025
303,75264.6,0.76255,0.46333,0.9489,0.7592,0.41172,0.48215,0.31295,1.46321,1.36311,1.14171,0.00050255,0.00050255,0.00050255
304,75364.6,0.76477,0.47012,0.94939,0.78968,0.41204,0.4771,0.30312,1.52239,1.4583,1.16545,0.000500075,0.000500075,0.000500075
305,75466.1,0.71942,0.44795,0.92706,0.68693,0.41714,0.48056,0.30561,1.48984,1.3862,1.16459,0.0004976,0.0004976,0.0004976
306,75567.2,0.76034,0.46606,0.94443,0.81465,0.40998,0.49805,0.31707,1.46085,1.37588,1.15879,0.000495125,0.000495125,0.000495125
307,75667.9,0.73699,0.45351,0.93133,0.78608,0.4179,0.5006,0.31766,1.45947,1.3313,1.1466,0.00049265,0.00049265,0.00049265
308,75774.1,0.73869,0.45755,0.93798,0.76784,0.39946,0.48501,0.30771,1.4343,1.35416,1.13694,0.000490175,0.000490175,0.000490175
309,75877.7,0.74583,0.46521,0.936,0.70673,0.41498,0.47255,0.29709,1.46036,1.40428,1.14602,0.0004877,0.0004877,0.0004877
310,75978.5,0.76331,0.47508,0.94886,0.73043,0.414,0.46816,0.28877,1.4841,1.36005,1.1507,0.000485225,0.000485225,0.000485225
311,76083.1,0.72893,0.45836,0.9375,0.78041,0.39086,0.4637,0.2815,1.5372,1.35045,1.17497,0.00048275,0.00048275,0.00048275
312,76185.5,0.73599,0.44978,0.93698,0.74269,0.41485,0.47771,0.29381,1.50606,1.32761,1.18259,0.000480275,0.000480275,0.000480275
313,76286.3,0.74289,0.46228,0.94671,0.78478,0.42492,0.48061,0.28786,1.57738,1.35055,1.20858,0.0004778,0.0004778,0.0004778
314,76386.9,0.77467,0.46986,0.95294,0.80283,0.41094,0.48738,0.31098,1.47828,1.39579,1.17191,0.000475325,0.000475325,0.000475325
315,76487.4,0.7555,0.45777,0.94349,0.77122,0.43028,0.49603,0.30477,1.4873,1.36725,1.15705,0.00047285,0.00047285,0.00047285
316,76588.1,0.72582,0.44242,0.93321,0.80075,0.41693,0.49943,0.3036,1.48483,1.34476,1.15171,0.000470375,0.000470375,0.000470375
317,76689.5,0.78536,0.47388,0.95712,0.73437,0.43925,0.5009,0.30457,1.47464,1.30116,1.15854,0.0004679,0.0004679,0.0004679
318,76795.1,0.74649,0.45706,0.93439,0.76973,0.43093,0.50708,0.31372,1.47816,1.24956,1.159,0.000465425,0.000465425,0.000465425
319,76902.1,0.7253,0.44577,0.93477,0.78493,0.4364,0.50447,0.32409,1.43733,1.30409,1.13973,0.00046295,0.00046295,0.00046295
320,77002.7,0.73913,0.45301,0.94065,0.76739,0.44223,0.50033,0.31845,1.43883,1.28224,1.13703,0.000460475,0.000460475,0.000460475
321,77103.7,0.7371,0.44557,0.94105,0.7782,0.42829,0.49402,0.3086,1.48457,1.33668,1.16816,0.000458,0.000458,0.000458
322,77204.1,0.73935,0.45507,0.94009,0.76755,0.43441,0.49054,0.3017,1.50396,1.31789,1.1851,0.000455525,0.000455525,0.000455525
323,77304.9,0.71441,0.43458,0.93082,0.73225,0.43668,0.50264,0.31551,1.44679,1.29117,1.16218,0.00045305,0.00045305,0.00045305
324,77405,0.74722,0.45324,0.94104,0.76433,0.42347,0.50717,0.3153,1.4529,1.28058,1.1536,0.000450575,0.000450575,0.000450575
325,77506,0.71591,0.43724,0.92475,0.78158,0.41782,0.50201,0.3127,1.45493,1.29202,1.14006,0.0004481,0.0004481,0.0004481
326,77612.5,0.71361,0.43547,0.92405,0.78064,0.42075,0.49638,0.3139,1.441,1.2918,1.13088,0.000445625,0.000445625,0.000445625
327,77713.6,0.74626,0.45278,0.94599,0.7318,0.43261,0.49249,0.31766,1.42914,1.27249,1.13393,0.00044315,0.00044315,0.00044315
328,77814.3,0.73533,0.4474,0.93372,0.81456,0.40937,0.49319,0.31115,1.47446,1.31524,1.15991,0.000440675,0.000440675,0.000440675
329,77915,0.72347,0.44331,0.93728,0.80256,0.42175,0.49727,0.31512,1.45296,1.34903,1.15353,0.0004382,0.0004382,0.0004382
330,78016.3,0.74445,0.45126,0.94374,0.80735,0.40615,0.49001,0.30625,1.5015,1.46824,1.16871,0.000435725,0.000435725,0.000435725
331,78117.5,0.73528,0.4555,0.93613,0.81143,0.41687,0.49192,0.29919,1.51917,1.44282,1.18927,0.00043325,0.00043325,0.00043325
332,78219,0.75083,0.45469,0.94189,0.75851,0.42666,0.49244,0.30261,1.53055,1.45607,1.20248,0.000430775,0.000430775,0.000430775
333,78319.9,0.71516,0.43309,0.92672,0.74569,0.40878,0.48995,0.30602,1.49534,1.41975,1.18246,0.0004283,0.0004283,0.0004283
334,78420.8,0.70907,0.43563,0.92891,0.71552,0.41786,0.48948,0.3001,1.50403,1.41003,1.17283,0.000425825,0.000425825,0.000425825
335,78521.9,0.74851,0.44811,0.9355,0.71014,0.43159,0.49777,0.30644,1.4969,1.32622,1.17406,0.00042335,0.00042335,0.00042335
336,78622.6,0.70625,0.43092,0.92923,0.72775,0.43928,0.49739,0.31934,1.44848,1.33695,1.15227,0.000420875,0.000420875,0.000420875
337,78724.5,0.72949,0.44805,0.93363,0.76856,0.4168,0.49584,0.30978,1.46142,1.28182,1.14754,0.0004184,0.0004184,0.0004184
338,78826.6,0.74759,0.45863,0.94388,0.82402,0.38654,0.48479,0.29218,1.53717,1.31737,1.17327,0.000415925,0.000415925,0.000415925
339,78936,0.73297,0.43988,0.93434,0.76737,0.44251,0.49958,0.31934,1.43656,1.27498,1.14047,0.00041345,0.00041345,0.00041345
340,79036.9,0.7022,0.43551,0.92872,0.70656,0.4296,0.48014,0.29345,1.49138,1.27287,1.16592,0.000410975,0.000410975,0.000410975
341,79138.2,0.71601,0.44277,0.93116,0.71418,0.4171,0.4762,0.28403,1.51943,1.28168,1.17612,0.0004085,0.0004085,0.0004085
342,79239.5,0.71724,0.4335,0.92624,0.67472,0.43506,0.4714,0.28489,1.50092,1.33031,1.15344,0.000406025,0.000406025,0.000406025
343,79341.3,0.68741,0.41867,0.91447,0.68032,0.42857,0.47965,0.28789,1.54018,1.3481,1.17443,0.00040355,0.00040355,0.00040355
344,79441,0.71632,0.44506,0.92754,0.61813,0.44858,0.47626,0.27899,1.60158,1.44248,1.20792,0.000401075,0.000401075,0.000401075
345,79541.8,0.69778,0.42922,0.91963,0.66081,0.45356,0.49473,0.30315,1.5332,1.43633,1.18681,0.0003986,0.0003986,0.0003986
346,79642.6,0.71385,0.43291,0.92835,0.66008,0.43464,0.48752,0.29035,1.54744,1.43026,1.19167,0.000396125,0.000396125,0.000396125
347,79742.9,0.70259,0.4308,0.92157,0.68913,0.44652,0.49491,0.30712,1.49233,1.39773,1.16704,0.00039365,0.00039365,0.00039365
348,79844.1,0.70914,0.43551,0.9318,0.67317,0.4432,0.49372,0.29458,1.50737,1.27813,1.16573,0.000391175,0.000391175,0.000391175
349,79949.5,0.6891,0.4229,0.91497,0.68903,0.46765,0.50428,0.30391,1.48889,1.23673,1.1591,0.0003887,0.0003887,0.0003887
350,80049.3,0.70166,0.42462,0.91268,0.71952,0.46652,0.50665,0.3154,1.4737,1.27257,1.15899,0.000386225,0.000386225,0.000386225
351,80149.9,0.71938,0.42895,0.92126,0.70381,0.46368,0.50525,0.31494,1.48029,1.30246,1.15617,0.00038375,0.00038375,0.00038375
352,80250.5,0.68458,0.422,0.91506,0.68573,0.44729,0.50078,0.31414,1.48623,1.35466,1.15373,0.000381275,0.000381275,0.000381275
353,80350.5,0.71619,0.4372,0.92288,0.74726,0.40784,0.49239,0.30546,1.48592,1.41633,1.16638,0.0003788,0.0003788,0.0003788
354,80451.6,0.72231,0.42519,0.93044,0.76115,0.4082,0.48599,0.30297,1.49045,1.42861,1.16203,0.000376325,0.000376325,0.000376325
355,80552.5,0.69446,0.42572,0.91642,0.72654,0.42996,0.49004,0.29961,1.52066,1.402,1.1709,0.00037385,0.00037385,0.00037385
356,80655.8,0.68501,0.42777,0.91255,0.66265,0.42206,0.47912,0.29475,1.51396,1.38521,1.17096,0.000371375,0.000371375,0.000371375
357,80757.7,0.71188,0.43269,0.92091,0.62982,0.42773,0.47087,0.27928,1.54484,1.39976,1.18234,0.0003689,0.0003689,0.0003689
358,80865.3,0.69369,0.42509,0.9159,0.65701,0.42562,0.47339,0.28398,1.52667,1.36914,1.18179,0.000366425,0.000366425,0.000366425
359,80966.4,0.69359,0.42691,0.90934,0.7776,0.42688,0.49908,0.30581,1.49742,1.35322,1.16943,0.00036395,0.00036395,0.00036395
360,81066.4,0.69636,0.43424,0.92423,0.7552,0.44596,0.51321,0.32822,1.46658,1.2927,1.15379,0.000361475,0.000361475,0.000361475
361,81167.2,0.73573,0.43502,0.94038,0.76092,0.44655,0.52415,0.3376,1.43514,1.26278,1.13458,0.000359,0.000359,0.000359
362,81271.4,0.70161,0.43249,0.92465,0.73519,0.44157,0.51508,0.32703,1.46064,1.29797,1.14242,0.000356525,0.000356525,0.000356525
363,81371.9,0.69974,0.42404,0.91348,0.70442,0.44427,0.50634,0.31198,1.46946,1.30518,1.14241,0.00035405,0.00035405,0.00035405
364,81479,0.68261,0.41417,0.91115,0.7224,0.44445,0.50204,0.31022,1.47965,1.35412,1.14364,0.000351575,0.000351575,0.000351575
365,81579,0.69968,0.42804,0.91166,0.74624,0.4301,0.50832,0.31591,1.50702,1.37052,1.16353,0.0003491,0.0003491,0.0003491
366,81682.7,0.69578,0.42978,0.9143,0.69191,0.45312,0.50677,0.30425,1.56998,1.40408,1.19514,0.000346625,0.000346625,0.000346625
367,81795.7,0.70506,0.42641,0.91815,0.73048,0.42498,0.48999,0.28817,1.57568,1.4167,1.195,0.00034415,0.00034415,0.00034415
368,81915.7,0.70398,0.42444,0.91604,0.72684,0.41082,0.46863,0.27065,1.66004,1.52106,1.22477,0.000341675,0.000341675,0.000341675
