epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,446.597,1.19835,1.01616,1.49527,0.74185,0.48051,0.5723,0.3575,1.31271,1.40677,1.38794,0.00118565,0.00118565,0.00118565
28,460.62,1.17318,1.0017,1.48616,0.61395,0.54825,0.57158,0.36577,1.21815,1.40285,1.37717,0.00118317,0.00118317,0.00118317
29,477.171,1.17246,1.00825,1.47708,0.67526,0.50983,0.60726,0.39147,1.21152,1.59508,1.3659,0.0011807,0.0011807,0.0011807
30,492.09,1.12721,0.94636,1.43449,0.72014,0.56886,0.63677,0.3871,1.23437,1.34801,1.45425,0.00117822,0.00117822,0.00117822
31,508.521,1.19877,0.98304,1.50412,0.614,0.51971,0.58458,0.36627,1.20524,1.39185,1.46193,0.00117575,0.00117575,0.00117575
32,523.146,1.15027,0.96115,1.52502,0.75849,0.56755,0.65665,0.38986,1.26497,1.3275,1.44774,0.00117327,0.00117327,0.00117327
33,539.237,1.1364,0.98757,1.46494,0.802,0.54877,0.66483,0.45225,1.17338,1.37921,1.36454,0.0011708,0.0011708,0.0011708
34,554.884,1.11551,0.97661,1.44722,0.61503,0.54041,0.58737,0.38974,1.20408,1.45605,1.43099,0.00116833,0.00116833,0.00116833
35,569.541,1.10923,0.9206,1.43286,0.56549,0.60316,0.56409,0.37219,1.20387,1.53006,1.41304,0.00116585,0.00116585,0.00116585
36,586.251,1.16018,0.93604,1.47589,0.65212,0.62892,0.63192,0.41007,1.18924,1.25373,1.39886,0.00116337,0.00116337,0.00116337
37,599.881,1.14254,0.92315,1.45487,0.6379,0.6107,0.65168,0.43781,1.1195,1.24569,1.28987,0.0011609,0.0011609,0.0011609
38,615.874,1.09896,0.88926,1.42215,0.70368,0.58892,0.62095,0.42021,1.10318,1.32711,1.2825,0.00115843,0.00115843,0.00115843
39,630.763,1.07701,0.86952,1.4082,0.57394,0.57979,0.59831,0.40196,1.12953,1.41301,1.33132,0.00115595,0.00115595,0.00115595
40,646.989,1.15942,0.89342,1.45955,0.61524,0.58195,0.61965,0.40686,1.13055,1.29619,1.30747,0.00115348,0.00115348,0.00115348
41,662.498,1.11595,0.90966,1.42671,0.57083,0.5882,0.57809,0.38777,1.17839,1.39784,1.35207,0.001151,0.001151,0.001151
42,677.197,1.10265,0.88203,1.4308,0.58207,0.63444,0.62209,0.413,1.18001,1.39846,1.33879,0.00114853,0.00114853,0.00114853
43,692.469,1.08734,0.86127,1.40248,0.58099,0.54211,0.56071,0.3717,1.18376,1.65584,1.35226,0.00114605,0.00114605,0.00114605
44,709.227,1.09342,0.89974,1.41479,0.68455,0.61381,0.65413,0.45494,1.1318,1.30193,1.32348,0.00114357,0.00114357,0.00114357
45,725.501,1.04299,0.87102,1.37349,0.62997,0.62101,0.61553,0.42229,1.1846,1.27489,1.44104,0.0011411,0.0011411,0.0011411
46,742.113,1.10842,0.86214,1.44572,0.76944,0.58674,0.65398,0.41835,1.16208,1.37204,1.37069,0.00113863,0.00113863,0.00113863
47,757.982,1.10475,0.85636,1.42106,0.73343,0.59942,0.62824,0.39955,1.20155,1.24111,1.33662,0.00113615,0.00113615,0.00113615
48,773.716,1.12638,0.82194,1.41803,0.73427,0.49162,0.57603,0.39459,1.17371,1.35754,1.39135,0.00113368,0.00113368,0.00113368
49,789.943,1.09357,0.82513,1.40157,0.58702,0.62187,0.6264,0.41922,1.1032,1.27228,1.25777,0.0011312,0.0011312,0.0011312
50,804.168,1.0491,0.78913,1.38216,0.6469,0.5873,0.62034,0.32746,1.47222,1.34712,1.5004,0.00112873,0.00112873,0.00112873
51,821.186,1.13435,0.83502,1.43714,0.61418,0.65451,0.64558,0.44841,1.18402,1.27606,1.40197,0.00112625,0.00112625,0.00112625
52,835.853,1.1467,0.8052,1.44201,0.68079,0.64359,0.66841,0.45101,1.17414,1.27464,1.38086,0.00112378,0.00112378,0.00112378
53,852.676,1.10561,0.83412,1.41463,0.70287,0.59994,0.64643,0.4388,1.12809,1.30848,1.33019,0.0011213,0.0011213,0.0011213
54,868.08,1.05958,0.81567,1.38004,0.71845,0.60558,0.65116,0.44387,1.10309,1.21131,1.27828,0.00111882,0.00111882,0.00111882
55,883.134,1.09579,0.79729,1.41457,0.63893,0.57759,0.5979,0.38259,1.20078,1.37758,1.42539,0.00111635,0.00111635,0.00111635
56,897.621,1.07846,0.80495,1.38348,0.57992,0.55416,0.58709,0.39371,1.18421,1.59464,1.40394,0.00111388,0.00111388,0.00111388
57,911.955,1.05098,0.80225,1.36434,0.62827,0.57476,0.6027,0.40023,1.24392,1.67422,1.43681,0.0011114,0.0011114,0.0011114
58,927.87,1.05534,0.7959,1.37885,0.75509,0.5647,0.64047,0.42771,1.14974,1.36221,1.37204,0.00110892,0.00110892,0.00110892
59,942.459,1.09088,0.80036,1.3803,0.73684,0.60201,0.62523,0.41828,1.16437,1.38782,1.35863,0.00110645,0.00110645,0.00110645
60,958.725,1.02527,0.77272,1.37305,0.67467,0.5966,0.60017,0.4135,1.16082,1.32034,1.38361,0.00110397,0.00110397,0.00110397
61,974.616,1.04595,0.77798,1.37868,0.72224,0.6266,0.66908,0.45248,1.15343,1.2313,1.31274,0.0011015,0.0011015,0.0011015
62,991.2,1.05925,0.76998,1.36846,0.6317,0.6966,0.69132,0.44009,1.16512,1.18372,1.304,0.00109903,0.00109903,0.00109903
63,1005.84,1.00501,0.7452,1.33537,0.63677,0.67584,0.65866,0.44897,1.08282,1.2491,1.25846,0.00109655,0.00109655,0.00109655
64,1021.02,1.00539,0.7454,1.33959,0.60229,0.56253,0.57598,0.37658,1.19961,1.33633,1.39584,0.00109408,0.00109408,0.00109408
